Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,566.6500244140625,575.0,504.0,510.70001220703125,510.70001220703125,22121300
2022-01-10,500.0,541.5900268554688,497.010009765625,520.5999755859375,520.5999755859375,17820000
2022-01-17,510.3900146484375,532.030029296875,499.2699890136719,499.9100036621094,499.9100036621094,13931100
2022-01-24,491.07000732421875,520.489990234375,480.6199951171875,518.1599731445312,518.1599731445312,26243400
2022-01-31,518.97998046875,540.4600219726562,503.7699890136719,513.5399780273438,513.5399780273438,14439000
2022-02-07,516.0,522.47998046875,472.8999938964844,473.9700012207031,473.9700012207031,18631000
2022-02-14,473.20001220703125,482.5299987792969,441.7699890136719,442.55999755859375,442.55999755859375,20081000
2022-02-21,440.3500061035156,468.5199890136719,416.80999755859375,465.5400085449219,465.5400085449219,17869100
2022-02-28,462.3999938964844,479.2099914550781,447.0,452.1300048828125,452.1300048828125,15261500
2022-03-07,456.2200012207031,457.67999267578125,415.42999267578125,416.3800048828125,416.3800048828125,17473400
2022-03-14,413.3599853515625,453.739990234375,407.94000244140625,453.3299865722656,453.3299865722656,20529100
2022-03-21,451.4200134277344,471.9800109863281,416.4700012207031,431.6199951171875,431.6199951171875,31888900
2022-03-28,433.4200134277344,467.79998779296875,433.1499938964844,458.19000244140625,458.19000244140625,19545300
2022-04-04,461.0400085449219,473.489990234375,439.57000732421875,445.3399963378906,445.3399963378906,14299800
2022-04-11,438.80999755859375,444.44000244140625,420.0299987792969,420.44000244140625,420.44000244140625,10807000
2022-04-18,419.3999938964844,442.44000244140625,408.0199890136719,408.6700134277344,408.6700134277344,12240700
2022-04-25,405.70001220703125,414.2699890136719,394.6400146484375,395.95001220703125,395.95001220703125,14896700
2022-05-02,397.1300048828125,424.2300109863281,382.82000732421875,391.010009765625,391.010009765625,15566400
2022-05-09,381.95001220703125,409.989990234375,370.2699890136719,405.45001220703125,405.45001220703125,20908800
2022-05-16,399.739990234375,416.7200012207031,385.6199951171875,399.0899963378906,399.0899963378906,14405400
2022-05-23,404.010009765625,428.54998779296875,391.0400085449219,428.2200012207031,428.2200012207031,13674900
2022-05-30,427.2200012207031,441.8999938964844,412.7900085449219,429.760009765625,429.760009765625,17125100
2022-06-06,437.5899963378906,440.0,390.19000244140625,393.8399963378906,393.8399963378906,11943600
2022-06-13,377.3599853515625,385.6499938964844,338.0,360.7900085449219,360.7900085449219,26836900
2022-06-20,355.0199890136719,388.05999755859375,353.510009765625,387.7200012207031,387.7200012207031,14351300
2022-06-27,388.79998779296875,389.3900146484375,357.55999755859375,368.4800109863281,368.4800109863281,11994100
2022-07-04,363.5,392.07000732421875,359.82000732421875,389.44000244140625,389.44000244140625,9384800
2022-07-11,386.57000732421875,391.5199890136719,361.4599914550781,379.8599853515625,379.8599853515625,11052500
2022-07-18,383.8299865722656,414.6199951171875,374.010009765625,401.8999938964844,401.8999938964844,11013900
2022-07-25,400.1099853515625,411.3800048828125,378.1600036621094,410.1199951171875,410.1199951171875,12478500
2022-08-01,406.510009765625,434.5400085449219,402.25,433.42999267578125,433.42999267578125,11706000
2022-08-08,435.0,446.0,424.6199951171875,445.6700134277344,445.6700134277344,10720700
2022-08-15,445.07000732421875,451.1499938964844,424.6199951171875,425.05999755859375,425.05999755859375,9947300
2022-08-22,419.4100036621094,419.7900085449219,380.5,381.0199890136719,381.0199890136719,12013200
2022-08-29,380.0899963378906,382.8599853515625,361.7200012207031,368.1400146484375,368.1400146484375,12464100
2022-09-05,367.2300109863281,396.0899963378906,365.3699951171875,394.7799987792969,394.7799987792969,10225600
2022-09-12,391.0899963378906,396.3900146484375,292.1400146484375,299.5,299.5,52822600
2022-09-19,294.8800048828125,299.2799987792969,280.05999755859375,284.55999755859375,284.55999755859375,28452200
2022-09-26,286.0299987792969,288.8999938964844,274.7300109863281,275.20001220703125,275.20001220703125,27856300
2022-10-03,278.2699890136719,305.5,277.0,288.7699890136719,288.7699890136719,20096800
2022-10-10,289.75,298.1700134277344,276.6000061035156,287.94000244140625,287.94000244140625,17460700
2022-10-17,297.45001220703125,309.19000244140625,286.80999755859375,306.3699951171875,306.3699951171875,22882600
